1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.88571,0.37143,0.028571,0,0.42857,0,0.71429,0.14286,0.42857,0,0,0.88571,0.37143,0.028571,0,0,0,0,0,0,1,0.85714,0.28571,0,0,0.71429,0.14286,0,0.71429,0.97143,0.62857,0.11429
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.88571,0.37143,0.028571,0,0.42857,0,0.71429,0.14286,0.42857,0,0,0.88571,0.37143,0.028571,0,0,0,0,0,0,1,0.85714,0.28571,0,0,0.71429,0.14286,0,0.71429,0.97143,0.62857,0.11429
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82143,0.28571,0.017857,0,0.375,0,0.64286,0.10714,0.64286,0.10714,0,0.82143,0.28571,0.017857,0,0,0,0,0,0,1,0.89286,0.35714,0,0,0.64286,0.10714,0,0.64286,0.92857,0.5,0.071429
0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7619,0.22619,0.011905,0,0.33333,0,0.58333,0.083333,0.58333,0.083333,0,0.7619,0.22619,0.011905,0,0,0,0,0,0,0.9881,0.77381,0.2381,0,0,0.7619,0.22619,0.011905,0.58333,0.95238,0.59524,0.11905
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.82143,0.28571,0.017857,0,0.375,0,0.64286,0.10714,0.64286,0.10714,0,0.82143,0.28571,0.017857,0,0,0,0,0,0,1,0.89286,0.35714,0,0,0.64286,0.10714,0,0.64286,0.92857,0.5,0.071429
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70833,0.18333,0.0083333,0,0.3,0,0.83333,0.33333,0.53333,0.066667,0,0.70833,0.18333,0.0083333,0,0,0,0,0,0,0.99167,0.81667,0.29167,0,0,0.53333,0.066667,0,0.53333,0.83333,0.33333,0.033333
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70833,0.18333,0.0083333,0,0.3,0,0.83333,0.33333,0.53333,0.066667,0,0.70833,0.18333,0.0083333,0,0,0,0,0,0,0.99167,0.81667,0.29167,0,0,0.53333,0.066667,0,0.53333,0.83333,0.33333,0.033333
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70833,0.18333,0.0083333,0,0.3,0,0.83333,0.33333,0.53333,0.066667,0,0.70833,0.18333,0.0083333,0,0,0,0,0,0,0.99167,0.81667,0.29167,0,0,0.53333,0.066667,0,0.53333,0.83333,0.33333,0.033333
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70833,0.18333,0.0083333,0.3,0.3,0,0.70833,0.18333,0.70833,0.18333,0,0.83333,0.33333,0.033333,0,0,0,0,0,0,0.99167,0.81667,0.29167,0,0,0.53333,0.066667,0,0.53333,0.83333,0.33333,0.033333
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70833,0.18333,0.0083333,0.3,0.3,0,0.70833,0.18333,0.70833,0.18333,0,0.83333,0.33333,0.033333,0,0,0,0,0,0,0.99167,0.81667,0.29167,0,0,0.53333,0.066667,0,0.53333,0.83333,0.33333,0.033333
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.70833,0.18333,0.0083333,0.3,0.3,0,0.70833,0.18333,0.70833,0.18333,0,0.83333,0.33333,0.033333,0,0,0,0,0,0,0.99167,0.81667,0.29167,0,0,0.53333,0.066667,0,0.53333,0.83333,0.33333,0.033333
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.78788,0.27879,0.024242,0.27273,0.27273,0,0.78788,0.27879,0.66061,0.15152,0,0.78788,0.27879,0.024242,0,0,0,0,0,0,0.97576,0.72121,0.21212,0,0,0.49091,0.054546,0,0.49091,0.78788,0.27879,0.024242
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.78788,0.27879,0.024242,0.27273,0.27273,0,0.78788,0.27879,0.66061,0.15152,0,0.78788,0.27879,0.024242,0,0,0,0,0,0,0.97576,0.72121,0.21212,0,0,0.49091,0.054546,0,0.49091,0.78788,0.27879,0.024242
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.78788,0.27879,0.024242,0.27273,0.27273,0,0.78788,0.27879,0.66061,0.15152,0,0.78788,0.27879,0.024242,0,0,0,0,0,0,0.97576,0.72121,0.21212,0,0,0.49091,0.054546,0,0.49091,0.78788,0.27879,0.024242
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.78788,0.27879,0.024242,0.27273,0.27273,0,0.78788,0.27879,0.66061,0.15152,0,0.78788,0.27879,0.024242,0,0,0,0,0,0,0.97576,0.72121,0.21212,0,0,0.49091,0.054546,0,0.49091,0.78788,0.27879,0.024242
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.74545,0.23636,0.018182,0.25,0.25,0,0.74545,0.23636,0.61818,0.12727,0,0.74545,0.23636,0.018182,0.25,0,0,0,0,0,0.95455,0.63636,0.15909,0,0,0.45455,0.045454,0,0.45455,0.74545,0.23636,0.018182
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.78788,0.27879,0.024242,0.27273,0.27273,0,0.78788,0.27879,0.66061,0.15152,0,0.66061,0.15152,0.0060606,0.27273,0,0,0,0,0,0.93939,0.57576,0.12121,0,0,0.27273,0,0,0.49091,0.66061,0.15152,0.0060606
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.70833,0.18333,0.0083333,0.3,0.3,0,0.83333,0.33333,0.70833,0.18333,0,0.70833,0.18333,0.0083333,0.3,0,0,0,0,0,0.91667,0.5,0.083333,0,0,0.3,0,0,0.3,0.53333,0.066667,0
